Length 10,Length 25,Length 100,Length 150,Length 200,Length 250,Length 500,Length 750,Length 1000,Length 10000
1.0,0.4854326546192169,0.7995144128799438,0.45802944898605347,0.22911453247070312,0.3254226744174957,0.2863384485244751,0.2165679782629013,0.2130516767501831,0.2474251240491867
1.0,0.4548075497150421,0.7951202988624573,0.43711164593696594,0.21240729093551636,0.3542519211769104,0.268361896276474,0.3175780177116394,0.2771933972835541,0.22026962041854858
1.0,0.40993595123291016,0.8557983040809631,0.5360889434814453,0.21932698786258698,0.2516637444496155,0.19316348433494568,0.23121680319309235,0.2590917944908142,0.18271571397781372
1.0,0.49027594923973083,0.7478744387626648,0.5357118844985962,0.26150843501091003,0.2248908430337906,0.24917949736118317,0.19390475749969482,0.2825930714607239,0.27205193042755127
1.0,0.4473491907119751,0.7665531635284424,0.4973207116127014,0.2361670285463333,0.3441445231437683,0.2568744719028473,0.304111510515213,0.26680630445480347,0.27526870369911194
