Length 10,Length 25,Length 100,Length 150,Length 200,Length 250,Length 500,Length 750,Length 1000,Length 10000
6.195580226631137e-06,0.0017852474702522159,1.0144281387329102,1.485682487487793,1.4215941429138184,1.450863003730774,1.4065263271331787,1.4444431066513062,1.429805040359497,1.601878046989441
1.424862966814544e-05,0.024137211963534355,1.1974070072174072,1.4203890562057495,1.350234031677246,1.452857494354248,1.3890042304992676,1.4761379957199097,1.5180691480636597,1.6097486019134521
1.1143804840685334e-05,0.1091996356844902,1.217940092086792,1.4254980087280273,1.4244952201843262,1.4451076984405518,1.4347741603851318,1.4545882940292358,1.447034239768982,1.6680608987808228
3.2972520784824155e-06,0.01504481676965952,1.1755574941635132,1.4981942176818848,1.431719183921814,1.416768193244934,1.4152895212173462,1.3854131698608398,1.46855890750885,1.7378877401351929
1.4620515685237478e-05,0.05644502490758896,1.2070221900939941,1.470331072807312,1.4434759616851807,1.431626558303833,1.4158035516738892,1.4490801095962524,1.52082359790802,1.5694419145584106
