,Length 10,Length 25,Length 100,Length 150,Length 200,Length 250,Length 500,Length 750,Length 1000,Length 10000
0,1.0,1.0,0.7436457276344299,0.68833684921264650,0.5631073117256165,0.5130056738853455,0.3685939908027649,0.3342871367931366,0.386264830827713,0.265382319688797
1,1.0,1.0,0.7495220899581909,0.67090803384780881,0.6010827422142029,0.44726479053497314,0.38987964391708374,0.45865267515182495,0.368806928396225,0.35695767402648926
2,1.0,1.0,0.7022337317466736,0.66401690244674682,0.6721633076667786,0.5002528429031372,0.4300104081630707,0.4091745615005493,0.3920226991176605,0.27271798253059387
3,1.0,1.0,0.8140177726745605,0.65373414754867553,0.5357707142829895,0.5235958695411682,0.4145776629447937,0.4496849775314331,0.37528887391090393,0.3146476447582245
4,1.0,1.0,0.7188353538513184,0.63033908605575564,0.5440981984138489,0.5640581250190735,0.3969667851924896,0.39230769872665405,0.41064080595970154,0.2958233654499054
